Nvit_RNA16008_R3	gene_0
Mpha_RNA6421_R0	gene_9871
Lhum_RNA13183_R1	gene_9872
Lhum_RNA14396_R0	gene_9873
Cbir_RNA12786_R0	gene_9873
Lhum_RNA14402_R0	gene_9874
Lhum_RNA14401_R0	gene_9874
Lhum_RNA14403_R0	gene_9875
Lhum_RNA14404_R0	gene_9875
Cbir_RNA12783_R0	gene_9875
Lhum_RNA14406_R0	gene_9876
Lhum_RNA14409_R0	gene_9877
Lhum_RNA14413_R0	gene_9878
Aech_RNA18753_R0	gene_9878
Lhum_RNA14418_R0	gene_9879
Lhum_RNA14422_R0	gene_9880
Lhum_RNA6537_R1	gene_9881
Lhum_RNA14444_R0	gene_9882
Dqua_RNA17810_R0	gene_9882
Aech_RNA18799_R0	gene_9882
Lhum_RNA14443_R0	gene_9882
Cbir_RNA24646_R0	gene_9883
Lhum_RNA14453_R0	gene_9884
Lhum_RNA14454_R0	gene_9885
Sinv_RNA20534_R0	gene_9886
Sinv_RNA20533_R0	gene_9887
Lhum_RNA14466_R0	gene_9888
Cbir_RNA12726_R0	gene_9888
Lhum_RNA14472_R0	gene_9889
Mpha_RNA18053_R0	gene_9889
Mpha_RNA18052_R0	gene_9889
Lhum_RNA14474_R0	gene_9890
Aech_RNA5814_R0	gene_9890
Amel_RNA1021_R2	gene_9890
Sinv_RNA21143_R0	gene_9890
Sinv_RNA21334_R0	gene_9890
Sinv_RNA5822_R5	gene_9890
Nvit_RNA9951_R5	gene_9890
Lhum_RNA14479_R0	gene_9891
Lhum_RNA14475_R0	gene_9891
Lhum_RNA14482_R0	gene_9892
Lhum_RNA14486_R0	gene_9893
Lhum_RNA14488_R0	gene_9894
Lhum_RNA14489_R0	gene_9895
Amel_RNA23475_R0	gene_9896
Lhum_RNA14492_R0	gene_9897
Aech_RNA18837_R0	gene_9897
Cbir_RNA237_R0	gene_9897
Dqua_RNA17771_R0	gene_9897
Cbir_RNA236_R0	gene_9897
Lhum_RNA14495_R0	gene_9898
Lhum_RNA14504_R0	gene_9899
Cbir_RNA17953_R0	gene_9899
Sinv_RNA13857_R0	gene_9899
Lhum_RNA14509_R0	gene_9900
Dmel_RNA20615_R0	gene_9900
Lhum_RNA14514_R0	gene_9901
Lhum_RNA14512_R0	gene_9901
Sinv_RNA21654_R1	gene_9902
Lhum_RNA14522_R0	gene_9903
Lhum_RNA14530_R0	gene_9904
Lhum_RNA14534_R0	gene_9905
Lhum_RNA14536_R0	gene_9906
Aech_RNA9053_R0	gene_9906
Sinv_RNA16517_R0	gene_9906
Cbir_RNA1024_R1	gene_9906
Lhum_RNA14537_R0	gene_9907
Sinv_RNA3489_R0	gene_9908
Cbir_RNA12825_R0	gene_9909
Cbir_RNA12827_R0	gene_9909
Cbir_RNA12824_R0	gene_9909
Cbir_RNA12828_R0	gene_9909
Dqua_RNA1264_R0	gene_9909
Sinv_RNA3493_R0	gene_9909
Sinv_RNA3494_R0	gene_9909
Lhum_RNA14550_R0	gene_9910
Lhum_RNA14555_R0	gene_9911
Lhum_RNA14562_R0	gene_9912
Lhum_RNA14566_R0	gene_9913
Lhum_RNA14565_R0	gene_9913
Amel_RNA2318_R0	gene_9913
Lhum_RNA14568_R0	gene_9914
Lhum_RNA14572_R0	gene_9914
Lhum_RNA14569_R0	gene_9914
Aech_RNA18231_R0	gene_9914
Aech_RNA18232_R0	gene_9914
Amel_RNA20907_R0	gene_9914
Amel_RNA20909_R0	gene_9914
Dqua_RNA2687_R0	gene_9914
Dqua_RNA2685_R0	gene_9914
Dqua_RNA2686_R0	gene_9914
Lhum_RNA14576_R0	gene_9915
Lhum_RNA14580_R0	gene_9916
Lhum_RNA14584_R0	gene_9916
Amel_RNA2309_R0	gene_9916
Mpha_RNA6158_R2	gene_9916
Cbir_RNA1788_R1	gene_9916
Sinv_RNA21091_R1	gene_9916
Sinv_RNA6057_R1	gene_9916
Mpha_RNA2460_R2	gene_9916
Sinv_RNA5476_R0	gene_9917
Lhum_RNA14589_R0	gene_9918
Lhum_RNA14603_R0	gene_9919
Aech_RNA16707_R0	gene_9919
Mpha_RNA17748_R0	gene_9919
Aech_RNA16701_R0	gene_9919
Lhum_RNA12197_R1	gene_9919
Dmel_RNA27520_R0	gene_9919
Sinv_RNA975_R0	gene_9919
Lhum_RNA14393_R0	gene_9920
Lhum_RNA14395_R0	gene_9921
Lhum_RNA14399_R0	gene_9922
Lhum_RNA14400_R0	gene_9922
Dqua_RNA17855_R0	gene_9922
Lhum_RNA14412_R0	gene_9923
Lhum_RNA14415_R0	gene_9924
Dqua_RNA17840_R0	gene_9924
Lhum_RNA14419_R0	gene_9925
Dmel_RNA32280_R0	gene_9925
Lhum_RNA14425_R0	gene_9926
Lhum_RNA14429_R0	gene_9927
Lhum_RNA14431_R0	gene_9928
Lhum_RNA14436_R0	gene_9929
Lhum_RNA14441_R0	gene_9930
Amel_RNA19847_R0	gene_9930
Lhum_RNA14442_R0	gene_9931
Sinv_RNA15288_R0	gene_9931
Lhum_RNA14445_R0	gene_9932
Lhum_RNA14447_R1	gene_9933
Lhum_RNA14447_R0	gene_9934
Lhum_RNA14449_R0	gene_9935
Lhum_RNA14450_R0	gene_9936
Dmel_RNA12765_R0	gene_9936
Lhum_RNA14452_R0	gene_9937
Aech_RNA18779_R0	gene_9938
Lhum_RNA14456_R0	gene_9939
Lhum_RNA14457_R0	gene_9939
Nvit_RNA21721_R0	gene_9939
Lhum_RNA14460_R0	gene_9940
Lhum_RNA14468_R0	gene_9941
Nvit_RNA16748_R0	gene_9941
Lhum_RNA14469_R0	gene_9942
Lhum_RNA14484_R0	gene_9943
Lhum_RNA14485_R0	gene_9944
Aech_RNA18855_R0	gene_9944
Mpha_RNA14377_R0	gene_9945
Lhum_RNA14494_R0	gene_9946
Cbir_RNA244_R0	gene_9947
Lhum_RNA14505_R0	gene_9948
Lhum_RNA14507_R0	gene_9949
Lhum_RNA14508_R0	gene_9949
Lhum_RNA14517_R0	gene_9950
Lhum_RNA14533_R0	gene_9951
Lhum_RNA14535_R0	gene_9952
Lhum_RNA14538_R0	gene_9953
Lhum_RNA14543_R0	gene_9954
Lhum_RNA14542_R0	gene_9955
Lhum_RNA14547_R0	gene_9956
Lhum_RNA14551_R0	gene_9957
Dmel_RNA8050_R0	gene_9957
Nvit_RNA1687_R2	gene_9957
Lhum_RNA14554_R0	gene_9958
Lhum_RNA14558_R0	gene_9959
Lhum_RNA14559_R0	gene_9960
Nvit_RNA13484_R0	gene_9960
Lhum_RNA14564_R0	gene_9961
Dmel_RNA21972_R0	gene_9961
Mpha_RNA22631_R0	gene_9962
Sinv_RNA16785_R0	gene_9962
Cbir_RNA16264_R0	gene_9962
Cbir_RNA16265_R0	gene_9962
Lhum_RNA14579_R0	gene_9963
Cbir_RNA16269_R0	gene_9963
Cbir_RNA16270_R0	gene_9963
Lhum_RNA14588_R0	gene_9964
Lhum_RNA14591_R0	gene_9965
Lhum_RNA14590_R0	gene_9965
Amel_RNA19605_R0	gene_9965
Lhum_RNA14593_R0	gene_9966
Aech_RNA7745_R0	gene_9966
Sinv_RNA5484_R0	gene_9966
Lhum_RNA14595_R0	gene_9967
Lhum_RNA14598_R0	gene_9968
Lhum_RNA14597_R0	gene_9968
Dqua_RNA8151_R0	gene_9968
Lhum_RNA14599_R0	gene_9969
Lhum_RNA14617_R0	gene_9970
Nvit_RNA22356_R0	gene_9970
Lhum_RNA14621_R0	gene_9971
Lhum_RNA14622_R0	gene_9971
Nvit_RNA24498_R0	gene_9971
Lhum_RNA14624_R0	gene_9972
Amel_RNA17692_R0	gene_9972
Dmel_RNA1784_R0	gene_9972
Lhum_RNA14630_R0	gene_9973
Cbir_RNA1268_R0	gene_9974
Lhum_RNA14632_R0	gene_9974
Nvit_RNA3902_R0	gene_9974
Nvit_RNA3903_R0	gene_9974
Lhum_RNA14635_R0	gene_9975
Lhum_RNA14649_R0	gene_9976
Cbir_RNA1254_R0	gene_9976
Lhum_RNA14653_R0	gene_9977
Lhum_RNA14656_R0	gene_9978
Lhum_RNA14661_R0	gene_9979
Lhum_RNA14663_R0	gene_9980
Lhum_RNA14664_R0	gene_9981
Dqua_RNA394_R0	gene_9981
Lhum_RNA14672_R0	gene_9982
Lhum_RNA14679_R0	gene_9983
Lhum_RNA781_R6	gene_9984
Lhum_RNA17417_R5	gene_9985
Lhum_RNA14680_R0	gene_9986
Lhum_RNA14681_R0	gene_9987
Lhum_RNA14682_R0	gene_9988
Lhum_RNA14684_R0	gene_9989
Aech_RNA15867_R0	gene_9990
Nvit_RNA16159_R0	gene_9990
Mpha_RNA16107_R3	gene_9990
Lhum_RNA14685_R0	gene_9991
Lhum_RNA14687_R0	gene_9991
Lhum_RNA14693_R0	gene_9992
Lhum_RNA14694_R0	gene_9993
Lhum_RNA14697_R0	gene_9994
Lhum_RNA14700_R0	gene_9995
Lhum_RNA14702_R0	gene_9996
Lhum_RNA14703_R0	gene_9996
Lhum_RNA14704_R0	gene_9997
Lhum_RNA9046_R1	gene_9997
Lhum_RNA14707_R0	gene_9998
Lhum_RNA14715_R0	gene_9999
Lhum_RNA14711_R0	gene_9999
Mpha_RNA5926_R0	gene_9999
Mpha_RNA5928_R0	gene_9999
Cbir_RNA10351_R0	gene_10000
Cbir_RNA10352_R0	gene_10000
Lhum_RNA14727_R0	gene_10001
Aech_RNA6551_R0	gene_10001
Nvit_RNA7115_R0	gene_10001
Lhum_RNA14732_R0	gene_10002
Sinv_RNA7497_R0	gene_10002
Lhum_RNA14734_R0	gene_10003
Lhum_RNA14735_R0	gene_10004
Cbir_RNA3517_R0	gene_10004
Lhum_RNA14739_R0	gene_10005
Lhum_RNA14738_R0	gene_10005
Cbir_RNA14965_R0	gene_10005
Lhum_RNA14742_R0	gene_10006
Lhum_RNA14744_R0	gene_10007
Lhum_RNA14746_R0	gene_10008
Lhum_RNA14749_R0	gene_10009
Nvit_RNA17928_R0	gene_10009
Lhum_RNA14750_R0	gene_10010
Lhum_RNA14759_R0	gene_10011
Lhum_RNA14763_R0	gene_10012
Lhum_RNA14764_R0	gene_10013
Lhum_RNA14765_R0	gene_10014
Sinv_RNA6333_R1	gene_10014
Lhum_RNA14766_R0	gene_10015
Sinv_RNA6333_R0	gene_10015
Lhum_RNA14767_R0	gene_10016
Lhum_RNA14773_R0	gene_10017
Lhum_RNA14775_R0	gene_10018
Lhum_RNA14778_R0	gene_10019
Dmel_RNA2047_R0	gene_10019
Lhum_RNA14781_R0	gene_10020
Cbir_RNA23014_R1	gene_10020
Dqua_RNA8351_R1	gene_10021
Sinv_RNA4288_R0	gene_10022
Aech_RNA4552_R0	gene_10023
Lhum_RNA14798_R0	gene_10024
Lhum_RNA14800_R0	gene_10025
Dqua_RNA8365_R0	gene_10026
Lhum_RNA14809_R0	gene_10027
Lhum_RNA14828_R0	gene_10028
Lhum_RNA14836_R0	gene_10029
Mpha_RNA23642_R1	gene_10030
Lhum_RNA14844_R0	gene_10031
Sinv_RNA18324_R0	gene_10031
Lhum_RNA14845_R0	gene_10032
Lhum_RNA14847_R0	gene_10033
Mpha_RNA7037_R0	gene_10033
Lhum_RNA14849_R0	gene_10034
Amel_RNA6201_R0	gene_10034
Lhum_RNA14852_R0	gene_10035
Lhum_RNA14854_R0	gene_10036
Lhum_RNA14855_R0	gene_10036
Lhum_RNA14860_R0	gene_10037
Lhum_RNA14867_R0	gene_10038
Aech_RNA7227_R0	gene_10039
Amel_RNA10314_R1	gene_10040
Lhum_RNA14870_R0	gene_10041
Lhum_RNA14873_R0	gene_10042
Lhum_RNA14876_R0	gene_10043
Lhum_RNA14877_R0	gene_10044
Lhum_RNA14879_R0	gene_10045
Lhum_RNA14881_R0	gene_10045
Mpha_RNA3969_R0	gene_10045
Lhum_RNA14882_R0	gene_10046
Lhum_RNA20682_R2	gene_10047
Lhum_RNA14606_R0	gene_10048
Lhum_RNA14607_R0	gene_10049
Lhum_RNA14608_R0	gene_10050
Lhum_RNA14609_R0	gene_10051
Nvit_RNA24575_R0	gene_10051
Lhum_RNA14614_R0	gene_10052
Cbir_RNA1289_R0	gene_10052
Lhum_RNA14615_R0	gene_10053
Dqua_RNA9257_R0	gene_10053
Sinv_RNA7444_R0	gene_10054
Lhum_RNA14618_R0	gene_10055
Lhum_RNA14619_R0	gene_10055
Lhum_RNA14620_R0	gene_10055
Aech_RNA15838_R0	gene_10055
Sinv_RNA7441_R0	gene_10055
Cbir_RNA1283_R0	gene_10055
Aech_RNA15840_R0	gene_10055
Lhum_RNA14625_R0	gene_10056
Lhum_RNA14626_R0	gene_10057
Lhum_RNA14627_R0	gene_10058
Lhum_RNA14634_R0	gene_10059
Cbir_RNA1265_R0	gene_10059
Sinv_RNA7429_R0	gene_10059
Dmel_RNA597_R0	gene_10059
Lhum_RNA14639_R0	gene_10060
Lhum_RNA14640_R0	gene_10061
Lhum_RNA14641_R0	gene_10062
Lhum_RNA14642_R0	gene_10063
Lhum_RNA14643_R0	gene_10064
Lhum_RNA14644_R0	gene_10065
Lhum_RNA14645_R0	gene_10065
Lhum_RNA14646_R0	gene_10066
Cbir_RNA13913_R0	gene_10066
Lhum_RNA14647_R0	gene_10067
Lhum_RNA14648_R0	gene_10068
Nvit_RNA3913_R0	gene_10068
Dmel_RNA21566_R0	gene_10068
Dqua_RNA9401_R0	gene_10069
Sinv_RNA7414_R0	gene_10070
Mpha_RNA108_R0	gene_10070
Lhum_RNA14659_R0	gene_10071
Lhum_RNA14665_R0	gene_10072
Lhum_RNA14670_R0	gene_10073
Dqua_RNA402_R0	gene_10073
Nvit_RNA6701_R0	gene_10073
Lhum_RNA14668_R0	gene_10074
Cbir_RNA4766_R0	gene_10075
Dmel_RNA11301_R0	gene_10076
Lhum_RNA14675_R0	gene_10077
Mpha_RNA7465_R0	gene_10078
Lhum_RNA14680_R2	gene_10079
Nvit_RNA17967_R1	gene_10080
Lhum_RNA14683_R0	gene_10081
Dmel_RNA14326_R2	gene_10082
Lhum_RNA14689_R0	gene_10083
Dqua_RNA439_R0	gene_10084
Amel_RNA6332_R0	gene_10084
Lhum_RNA14691_R0	gene_10085
Dqua_RNA13633_R0	gene_10085
Lhum_RNA14692_R0	gene_10086
Lhum_RNA14701_R0	gene_10087
Amel_RNA3354_R5	gene_10088
Lhum_RNA14710_R0	gene_10089
Nvit_RNA10974_R0	gene_10089
Lhum_RNA14725_R0	gene_10090
Lhum_RNA14726_R0	gene_10091
Lhum_RNA14729_R0	gene_10092
Sinv_RNA7495_R0	gene_10092
Lhum_RNA14733_R0	gene_10093
Dmel_RNA5459_R0	gene_10093
Lhum_RNA14736_R0	gene_10094
Lhum_RNA14741_R0	gene_10095
Dmel_RNA32354_R0	gene_10095
Lhum_RNA14743_R0	gene_10096
Lhum_RNA14747_R0	gene_10097
Dqua_RNA5467_R0	gene_10097
Amel_RNA8007_R0	gene_10097
Lhum_RNA14748_R0	gene_10098
Lhum_RNA14751_R0	gene_10099
Lhum_RNA14758_R0	gene_10100
Lhum_RNA14753_R0	gene_10100
Cbir_RNA14989_R0	gene_10100
Cbir_RNA14990_R0	gene_10100
Dqua_RNA5473_R0	gene_10100
Lhum_RNA14768_R0	gene_10101
Dmel_RNA24975_R0	gene_10101
Sinv_RNA6295_R0	gene_10102
Lhum_RNA14774_R0	gene_10103
Sinv_RNA6296_R0	gene_10103
Dmel_RNA23029_R1	gene_10103
Lhum_RNA14777_R0	gene_10104
Sinv_RNA18915_R0	gene_10104
Lhum_RNA14779_R0	gene_10105
Lhum_RNA21374_R1	gene_10105
Lhum_RNA14782_R0	gene_10106
Lhum_RNA14786_R0	gene_10107
Lhum_RNA14785_R0	gene_10108
Lhum_RNA14796_R0	gene_10109
Lhum_RNA14808_R0	gene_10110
Amel_RNA7371_R0	gene_10110
Lhum_RNA14810_R0	gene_10111
Aech_RNA4534_R0	gene_10111
Aech_RNA4522_R0	gene_10112
Aech_RNA4527_R0	gene_10113
Lhum_RNA14814_R0	gene_10114
Lhum_RNA14817_R0	gene_10115
Mpha_RNA5243_R0	gene_10116
Lhum_RNA14813_R0	gene_10117
Lhum_RNA14818_R0	gene_10118
Lhum_RNA14811_R0	gene_10119
Mpha_RNA5244_R0	gene_10120
Aech_RNA4525_R0	gene_10121
Lhum_RNA14815_R0	gene_10122
Sinv_RNA8740_R0	gene_10123
Dqua_RNA429_R1	gene_10124
Lhum_RNA14819_R0	gene_10125
Lhum_RNA14831_R0	gene_10126
Lhum_RNA14832_R0	gene_10127
Lhum_RNA14834_R0	gene_10128
Lhum_RNA14835_R0	gene_10128
Sinv_RNA2372_R0	gene_10128
Cbir_RNA24863_R0	gene_10128
Sinv_RNA18622_R0	gene_10129
Lhum_RNA14841_R0	gene_10130
Lhum_RNA14843_R0	gene_10130
Cbir_RNA14076_R0	gene_10130
Dmel_RNA22685_R0	gene_10130
Nvit_RNA8036_R3	gene_10131
Lhum_RNA14848_R0	gene_10132
Dqua_RNA14611_R0	gene_10132
Lhum_RNA14850_R0	gene_10133
Sinv_RNA18334_R0	gene_10133
Lhum_RNA14853_R0	gene_10134
Sinv_RNA3879_R0	gene_10134
Lhum_RNA14856_R0	gene_10135
Mpha_RNA23213_R0	gene_10136
Mpha_RNA23214_R0	gene_10137
Lhum_RNA14868_R0	gene_10138
Cbir_RNA22532_R0	gene_10138
Nvit_RNA16804_R0	gene_10138
Cbir_RNA22531_R0	gene_10138
Lhum_RNA14871_R0	gene_10139
Lhum_RNA14878_R0	gene_10140
Lhum_RNA14883_R0	gene_10141
Sinv_RNA12558_R0	gene_10141
Lhum_RNA14884_R0	gene_10142
Cbir_RNA6646_R0	gene_10142
Mpha_RNA9005_R0	gene_10142
Lhum_RNA9712_R7	gene_10143
Mpha_RNA1685_R2	gene_10144
Lhum_RNA5820_R8	gene_10145
Dqua_RNA8736_R1	gene_10146
Aech_RNA627_R0	gene_10147
Lhum_RNA14886_R0	gene_10148
Mpha_RNA3050_R0	gene_10148
Mpha_RNA3847_R1	gene_10148
Nvit_RNA5754_R6	gene_10148
Lhum_RNA14895_R0	gene_10149
Lhum_RNA14904_R0	gene_10150
Lhum_RNA14912_R0	gene_10151
Lhum_RNA14916_R0	gene_10152
Mpha_RNA21238_R0	gene_10152
Dmel_RNA21869_R0	gene_10152
Lhum_RNA14917_R0	gene_10153
Lhum_RNA14919_R0	gene_10153
Lhum_RNA14918_R0	gene_10153
Mpha_RNA11198_R0	gene_10153
Amel_RNA17546_R0	gene_10153
Lhum_RNA14921_R0	gene_10154
Lhum_RNA14926_R0	gene_10155
Lhum_RNA14934_R0	gene_10156
Lhum_RNA14935_R0	gene_10157
Lhum_RNA14943_R0	gene_10158
Lhum_RNA14942_R0	gene_10158
Lhum_RNA14947_R0	gene_10159
Cbir_RNA17925_R0	gene_10160
Lhum_RNA14955_R0	gene_10161
Lhum_RNA14958_R0	gene_10162
Lhum_RNA14969_R0	gene_10163
Lhum_RNA14972_R0	gene_10164
Lhum_RNA14973_R0	gene_10165
Cbir_RNA6232_R0	gene_10165
Lhum_RNA14980_R0	gene_10166
Dqua_RNA20305_R0	gene_10166
Cbir_RNA3756_R0	gene_10166
Cbir_RNA3757_R0	gene_10166
Dmel_RNA21600_R0	gene_10166
Dqua_RNA20312_R0	gene_10167
Sinv_RNA14679_R0	gene_10167
Lhum_RNA14992_R0	gene_10168
Dmel_RNA27218_R0	gene_10168
Lhum_RNA14995_R0	gene_10169
Lhum_RNA15000_R0	gene_10170
Lhum_RNA15003_R0	gene_10171
Lhum_RNA15001_R0	gene_10172
Lhum_RNA15005_R0	gene_10173
Lhum_RNA15012_R0	gene_10174
Mpha_RNA1071_R0	gene_10174
Lhum_RNA15018_R0	gene_10175
Lhum_RNA15019_R0	gene_10175
Cbir_RNA15595_R2	gene_10175
Cbir_RNA15598_R2	gene_10175
Lhum_RNA15027_R0	gene_10176
Lhum_RNA15028_R0	gene_10177
Sinv_RNA13417_R8	gene_10177
Lhum_RNA15026_R0	gene_10178
Cbir_RNA10452_R2	gene_10179
Lhum_RNA15035_R0	gene_10180
Lhum_RNA14888_R0	gene_10181
Lhum_RNA14894_R0	gene_10182
Lhum_RNA14899_R0	gene_10183
Lhum_RNA14901_R0	gene_10184
Lhum_RNA14910_R0	gene_10185
Nvit_RNA19360_R0	gene_10185
Aech_RNA7354_R0	gene_10186
Sinv_RNA14738_R0	gene_10187
Amel_RNA17778_R0	gene_10188
Lhum_RNA14911_R0	gene_10188
Dmel_RNA17298_R0	gene_10188
Lhum_RNA14920_R0	gene_10189
Lhum_RNA14924_R0	gene_10190
Lhum_RNA14925_R0	gene_10191
Lhum_RNA14928_R0	gene_10192
Lhum_RNA14933_R0	gene_10193
Lhum_RNA14936_R0	gene_10194
Lhum_RNA14938_R0	gene_10195
Lhum_RNA14937_R0	gene_10195
Aech_RNA14582_R0	gene_10195
Nvit_RNA4913_R0	gene_10195
Lhum_RNA14944_R0	gene_10196
Cbir_RNA17917_R0	gene_10196
Lhum_RNA14948_R0	gene_10197
Lhum_RNA14949_R0	gene_10197
Lhum_RNA14953_R0	gene_10198
Nvit_RNA26181_R0	gene_10198
Lhum_RNA14954_R0	gene_10199
Dmel_RNA16777_R0	gene_10199
Amel_RNA17654_R0	gene_10199
Lhum_RNA14956_R0	gene_10200
Lhum_RNA14957_R0	gene_10201
Lhum_RNA14967_R0	gene_10202
Mpha_RNA1509_R4	gene_10203
Lhum_RNA14977_R0	gene_10204
Lhum_RNA14974_R0	gene_10204
Lhum_RNA14975_R0	gene_10204
Lhum_RNA14976_R0	gene_10204
Amel_RNA17898_R0	gene_10204
Nvit_RNA18969_R0	gene_10204
Lhum_RNA14985_R0	gene_10205
Lhum_RNA14987_R0	gene_10205
Lhum_RNA14991_R0	gene_10206
Lhum_RNA14993_R0	gene_10207
Dqua_RNA20318_R0	gene_10207
Dmel_RNA13132_R0	gene_10207
Lhum_RNA15002_R0	gene_10208
Lhum_RNA15007_R0	gene_10209
Lhum_RNA15006_R0	gene_10209
Mpha_RNA18082_R0	gene_10209
Lhum_RNA15021_R0	gene_10210
Lhum_RNA15008_R0	gene_10211
Lhum_RNA15010_R0	gene_10211
Nvit_RNA15886_R7	gene_10211
Sinv_RNA4244_R3	gene_10211
Nvit_RNA13975_R7	gene_10211
Dqua_RNA23457_R4	gene_10211
Sinv_RNA326_R3	gene_10211
Sinv_RNA4245_R2	gene_10211
Lhum_RNA15031_R0	gene_10212
Lhum_RNA15033_R0	gene_10213
Lhum_RNA15032_R0	gene_10213
Lhum_RNA15036_R0	gene_10214
Lhum_RNA15037_R0	gene_10215
Dmel_RNA26951_R0	gene_10215
Lhum_RNA15038_R0	gene_10216
Lhum_RNA15039_R0	gene_10217
Lhum_RNA15041_R0	gene_10218
Sinv_RNA18994_R3	gene_10219
Lhum_RNA15043_R0	gene_10220
Lhum_RNA15053_R0	gene_10221
Lhum_RNA15056_R0	gene_10222
Lhum_RNA15058_R0	gene_10223
Dmel_RNA5138_R3	gene_10224
Lhum_RNA15062_R0	gene_10225
Lhum_RNA15064_R0	gene_10226
Lhum_RNA15065_R0	gene_10227
Lhum_RNA15068_R0	gene_10228
Cbir_RNA18674_R0	gene_10229
Lhum_RNA15073_R0	gene_10230
Lhum_RNA15074_R0	gene_10230
Lhum_RNA15075_R0	gene_10231
Dqua_RNA16368_R0	gene_10231
Sinv_RNA12412_R0	gene_10231
Dmel_RNA10618_R0	gene_10231
Lhum_RNA15081_R0	gene_10232
Cbir_RNA18666_R0	gene_10232
Cbir_RNA18668_R0	gene_10232
Nvit_RNA21770_R0	gene_10232
Lhum_RNA15082_R0	gene_10233
Lhum_RNA15085_R0	gene_10234
Aech_RNA2557_R0	gene_10235
Lhum_RNA15092_R0	gene_10236
Mpha_RNA11381_R0	gene_10236
Dqua_RNA16352_R0	gene_10236
Sinv_RNA16771_R1	gene_10237
Mpha_RNA18809_R0	gene_10238
Dmel_RNA14319_R4	gene_10239
Lhum_RNA15044_R0	gene_10240
Aech_RNA2509_R0	gene_10240
Mpha_RNA3053_R0	gene_10241
Lhum_RNA15047_R0	gene_10242
Lhum_RNA15054_R0	gene_10243
Lhum_RNA15055_R0	gene_10243
Lhum_RNA15057_R0	gene_10244
Lhum_RNA15059_R0	gene_10245
Dmel_RNA30606_R0	gene_10246
Mpha_RNA12207_R0	gene_10247
Lhum_RNA15063_R0	gene_10248
Lhum_RNA15069_R0	gene_10249
Lhum_RNA15071_R0	gene_10250
Cbir_RNA18680_R0	gene_10251
Lhum_RNA15083_R0	gene_10252
Lhum_RNA15087_R0	gene_10253
Lhum_RNA15086_R0	gene_10253
Lhum_RNA15089_R0	gene_10254
Cbir_RNA20445_R0	gene_10255
Sinv_RNA19908_R0	gene_10256
Amel_RNA2802_R0	gene_10257
Amel_RNA2801_R0	gene_10257
Nvit_RNA22327_R0	gene_10257
Lhum_RNA15097_R0	gene_10258
Lhum_RNA15098_R0	gene_10259
Nvit_RNA6094_R2	gene_10260
Lhum_RNA15101_R0	gene_10261
Lhum_RNA15103_R0	gene_10262
Lhum_RNA15106_R0	gene_10263
Lhum_RNA15115_R0	gene_10264
Lhum_RNA15116_R0	gene_10265
Sinv_RNA19111_R2	gene_10266
Lhum_RNA15100_R0	gene_10267
Mpha_RNA3017_R8	gene_10268
Lhum_RNA15102_R0	gene_10269
Nvit_RNA7561_R0	gene_10269
Cbir_RNA25449_R0	gene_10269
Mpha_RNA21057_R0	gene_10270
Cbir_RNA23563_R0	gene_10271
Amel_RNA29018_R0	gene_10271
Lhum_RNA15110_R0	gene_10272
Amel_RNA16895_R0	gene_10272
Lhum_RNA15112_R0	gene_10273
Lhum_RNA15118_R0	gene_10274
Lhum_RNA15120_R0	gene_10275
Mpha_RNA9472_R0	gene_10275
Mpha_RNA9471_R0	gene_10276
Lhum_RNA15126_R0	gene_10277
Lhum_RNA22130_R2	gene_10277
Lhum_RNA15123_R0	gene_10278
Lhum_RNA15124_R0	gene_10279
Lhum_RNA22127_R5	gene_10280
Lhum_RNA15129_R0	gene_10281
Lhum_RNA6609_R1	gene_10282
Lhum_RNA21616_R1	gene_10282
Lhum_RNA15133_R0	gene_10283
Lhum_RNA15138_R0	gene_10284
Cbir_RNA18903_R5	gene_10285
Lhum_RNA8218_R1	gene_10286
Lhum_RNA15134_R0	gene_10287
Sinv_RNA312_R1	gene_10288
Lhum_RNA15135_R0	gene_10289
Sinv_RNA7185_R6	gene_10290
Lhum_RNA15139_R0	gene_10291
Sinv_RNA3369_R1	gene_10292
Sinv_RNA18986_R2	gene_10293
Cbir_RNA25388_R2	gene_10294
Sinv_RNA21796_R2	gene_10295
Cbir_RNA14082_R4	gene_10296
Dmel_RNA23985_R6	gene_10297
Lhum_RNA9554_R4	gene_10298
Lhum_RNA1811_R1	gene_10299
Lhum_RNA15144_R0	gene_10299
Lhum_RNA15159_R0	gene_10300
Sinv_RNA18876_R0	gene_10300
Lhum_RNA15164_R0	gene_10301
Lhum_RNA15165_R0	gene_10302
Lhum_RNA15171_R0	gene_10303
Lhum_RNA15172_R0	gene_10303
Lhum_RNA15178_R0	gene_10304
Dqua_RNA13164_R0	gene_10304
Lhum_RNA15182_R0	gene_10305
Lhum_RNA15195_R0	gene_10306
Cbir_RNA16618_R7	gene_10307
Lhum_RNA15200_R0	gene_10308
Lhum_RNA15141_R0	gene_10309
Lhum_RNA15142_R0	gene_10310
Cbir_RNA18128_R4	gene_10311
Lhum_RNA15145_R0	gene_10312
Amel_RNA18503_R1	gene_10312
Lhum_RNA15148_R0	gene_10313
Lhum_RNA15147_R0	gene_10313
Mpha_RNA16985_R0	gene_10313
Lhum_RNA15149_R0	gene_10314
Lhum_RNA15150_R0	gene_10315
Lhum_RNA15153_R0	gene_10315
Lhum_RNA15151_R0	gene_10315
